1 	Tariq Abdul-Wahad 	SG 	28 	DAL 	14 	204 	12.4 	.470 	.466 	.103 	.017 	7.6 	14.0 	10.8 	15.4 	1.5 	1.1 	10.3 	15.0 	106 	103 	0.2 	0.2 	0.4 	.104
2 	Shareef Abdur-Rahim 	PF 	26 	ATL 	81 	3087 	19.9 	.566 	.487 	.457 	.051 	6.7 	17.8 	12.5 	14.7 	1.5 	0.9 	13.0 	24.2 	111 	106 	7.4 	2.3 	9.7 	.151
3 	Courtney Alexander 	PG 	25 	NOH 	66 	1360 	9.3 	.459 	.401 	.289 	.113 	3.3 	6.8 	5.0 	9.8 	1.2 	0.3 	10.7 	21.3 	96 	106 	0.1 	1.0 	1.1 	.040
4 	Malik Allen 	PF 	24 	MIA 	80 	2318 	9.9 	.455 	.424 	.153 	.005 	6.5 	14.9 	10.6 	4.4 	0.9 	2.6 	13.2 	19.7 	89 	103 	-1.7 	2.6 	0.9 	.018
5 	Ray Allen 	SG 	27 	TOT 	76 	2880 	21.3 	.565 	.512 	.253 	.391 	3.8 	11.8 	7.8 	21.6 	1.9 	0.4 	11.6 	27.8 	111 	108 	7.6 	1.5 	9.1 	.152
6 	Rafer Alston 	PG 	26 	TOR 	47 	980 	14.4 	.510 	.491 	.161 	.388 	2.3 	10.4 	6.2 	34.0 	2.1 	1.1 	19.3 	20.7 	100 	108 	0.7 	0.5 	1.2 	.059
7 	John Amaechi 	C 	32 	UTA 	50 	474 	3.1 	.351 	.314 	.441 	.000 	6.9 	12.5 	9.8 	6.8 	1.6 	1.1 	19.4 	17.0 	73 	105 	-1.1 	0.4 	-0.7 	-0.070
8 	Chris Andersen 	C 	24 	DEN 	59 	907 	14.0 	.440 	.400 	.491 	.004 	13.3 	22.3 	17.6 	6.3 	1.7 	5.3 	14.8 	19.9 	91 	97 	-0.5 	1.7 	1.1 	.059
9 	Derek Anderson 	PG 	28 	POR 	76 	2556 	16.9 	.556 	.496 	.323 	.398 	2.5 	10.0 	6.2 	20.7 	1.9 	0.5 	11.9 	19.5 	115 	105 	5.9 	2.2 	8.1 	.153
10 	Kenny Anderson 	PG 	32 	TOT 	61 	1135 	13.6 	.457 	.428 	.149 	.018 	3.2 	10.6 	6.8 	29.8 	2.8 	0.3 	15.6 	19.7 	98 	103 	0.4 	1.3 	1.6 	.069
11 	Shandon Anderson 	SF 	29 	NYK 	82 	1731 	13.4 	.553 	.510 	.354 	.261 	4.2 	13.2 	8.6 	8.3 	2.2 	0.8 	15.5 	19.6 	101 	105 	1.2 	1.4 	2.7 	.074
12 	Robert Archibald 	PF 	22 	MEM 	12 	72 	2.4 	.340 	.300 	.900 	.000 	9.5 	17.0 	13.3 	6.1 	0.0 	2.9 	20.0 	21.8 	69 	109 	-0.3 	0.0 	-0.2 	-0.158
