71 	Mario Chalmers 	PG 	28 	MIA 	10 	1 	29.1 	4.1 	9.1 	.451 	1.1 	3.0 	.367 	3.0 	6.1 	.492 	3.3 	4.5 	.733 	0.3 	2.0 	2.3 	4.2 	1.4 	0.1 	2.7 	3.9 	12.6
72 	Tyson Chandler 	C 	32 	DAL 	10 	10 	27.7 	4.5 	6.7 	.672 	0.0 	0.0 	0.0	4.5 	6.7 	.672 	2.2 	2.8 	.786 	3.9 	6.5 	10.4 	1.2 	0.4 	1.7 	1.8 	2.5 	11.2
73 	Wilson Chandler 	SF 	27 	DEN 	9 	7 	27.0 	3.7 	9.9 	.371 	1.4 	5.1 	.283 	2.2 	4.8 	.465 	1.6 	1.8 	.875 	0.7 	4.1 	4.8 	1.8 	0.6 	0.4 	1.3 	3.6 	10.3
74 	Will Cherry 	PG 	23 	CLE 	3 	0 	5.3 	0.7 	2.0 	.333 	0.3 	1.0 	.333 	0.3 	1.0 	.333 	0.3 	0.7 	.500 	0.3 	0.7 	1.0 	0.7 	0.7 	0.0 	0.3 	0.0 	2.0
75 	Ian Clark 	SG 	23 	UTA 	5 	0 	3.8 	0.8 	1.2 	.667 	0.4 	0.8 	.500 	0.4 	0.4 	1.000 	0.0 	0.0 	0.0	0.0 	0.4 	0.4 	0.0 	0.2 	0.2 	0.2 	0.2 	2.0
76 	Jordan Clarkson 	PG 	22 	LAL 	9 	0 	12.2 	1.4 	3.8 	.382 	0.3 	0.8 	.429 	1.1 	3.0 	.370 	1.7 	2.1 	.789 	0.3 	1.1 	1.4 	0.7 	0.7 	0.1 	0.4 	1.1 	4.9
77 	Norris Cole 	PG 	26 	MIA 	10 	10 	24.8 	3.1 	7.0 	.443 	1.0 	2.7 	.370 	2.1 	4.3 	.488 	0.5 	0.6 	.833 	0.1 	2.2 	2.3 	3.8 	1.2 	0.2 	1.5 	1.7 	7.7
78 	Darren Collison 	PG 	27 	SAC 	9 	9 	35.4 	5.2 	12.0 	.435 	0.6 	2.8 	.200 	4.7 	9.2 	.506 	4.8 	6.0 	.796 	0.6 	3.0 	3.6 	6.0 	1.9 	0.4 	2.0 	1.9 	15.8
79 	Nick Collison 	PF 	34 	OKC 	11 	0 	20.8 	1.7 	4.7 	.365 	0.7 	2.1 	.348 	1.0 	2.6 	.379 	0.9 	1.4 	.667 	0.7 	3.6 	4.4 	1.7 	0.5 	0.3 	0.7 	2.5 	5.1
80 	Mike Conley 	PG 	27 	MEM 	10 	10 	33.1 	5.6 	13.6 	.412 	1.5 	3.4 	.441 	4.1 	10.2 	.402 	4.0 	4.8 	.833 	0.2 	1.6 	1.8 	6.0 	1.4 	0.2 	2.2 	2.3 	16.7
81 	Chris Copeland 	SF 	30 	IND 	11 	6 	32.1 	5.2 	13.9 	.373 	2.5 	7.2 	.342 	2.7 	6.7 	.405 	1.4 	2.2 	.625 	1.4 	3.5 	4.9 	1.8 	0.4 	0.3 	3.0 	2.5 	14.2
82 	DeMarcus Cousins 	C 	24 	SAC 	10 	10 	30.1 	7.9 	15.8 	.500 	0.0 	0.0 	0.0	7.9 	15.8 	.500 	6.6 	8.3 	.795 	2.9 	8.2 	11.1 	1.6 	1.2 	1.4 	3.2 	4.9 	22.4
83 	Allen Crabbe 	SG 	22 	POR 	5 	3 	14.8 	1.6 	4.2 	.381 	0.8 	2.4 	.333 	0.8 	1.8 	.444 	0.4 	0.4 	1.000 	0.6 	1.0 	1.6 	0.8 	0.4 	0.2 	0.4 	1.2 	4.4
84 	Jamal Crawford 	SG 	34 	LAC 	7 	2 	29.9 	5.3 	13.4 	.394 	2.1 	6.3 	.341 	3.1 	7.1 	.440 	4.4 	5.0 	.886 	0.0 	1.4 	1.4 	2.9 	1.3 	0.0 	1.7 	2.1 	17.1
85 	Jae Crowder 	SF 	24 	DAL 	9 	0 	8.3 	1.3 	3.1 	.429 	0.4 	1.3 	.333 	0.9 	1.8 	.500 	0.6 	0.6 	1.000 	0.1 	0.2 	0.3 	0.6 	0.3 	0.2 	0.1 	0.7 	3.7
86 	Jared Cunningham 	SG 	23 	LAC 	4 	0 	5.5 	0.5 	1.5 	.333 	0.0 	0.3 	.000 	0.5 	1.3 	.400 	0.3 	0.5 	.500 	0.0 	0.3 	0.3 	0.5 	0.3 	0.0 	0.0 	1.5 	1.3
87 	Stephen Curry 	PG 	26 	GSW 	10 	10 	33.5 	8.6 	17.5 	.491 	3.1 	7.8 	.397 	5.5 	9.7 	.567 	4.5 	4.7 	.957 	0.6 	5.0 	5.6 	7.7 	2.3 	0.0 	3.9 	3.0 	24.8
88 	Samuel Dalembert 	C 	33 	NYK 	11 	11 	17.8 	1.4 	3.5 	.385 	0.0 	0.0 	0.0	1.4 	3.5 	.385 	0.3 	0.3 	1.000 	1.6 	3.5 	5.2 	1.7 	0.2 	1.5 	1.0 	1.6 	3.0
89 	Troy Daniels 	SG 	23 	HOU 	8 	0 	5.8 	0.8 	2.8 	.273 	0.6 	2.5 	.250 	0.1 	0.3 	.500 	0.4 	0.5 	.750 	0.0 	0.1 	0.1 	0.4 	0.0 	0.0 	0.4 	1.1 	2.5
90 	Brandon Davies 	PF 	23 	PHI 	9 	3 	22.3 	3.9 	8.1 	.479 	0.8 	2.3 	.333 	3.1 	5.8 	.538 	0.9 	1.7 	.533 	1.9 	2.0 	3.9 	1.6 	0.9 	0.2 	1.8 	2.7 	9.4
91 	Anthony Davis 	PF 	21 	NOP 	8 	8 	36.1 	9.8 	17.4 	.561 	0.0 	0.3 	.000 	9.8 	17.1 	.569 	5.0 	6.5 	.769 	3.5 	8.3 	11.8 	2.1 	2.3 	4.1 	1.3 	1.3 	24.5
92 	Ed Davis 	PF 	25 	LAL 	10 	0 	23.6 	4.1 	6.3 	.651 	0.0 	0.0 	0.0	4.1 	6.3 	.651 	1.0 	2.3 	.435 	2.6 	4.1 	6.7 	0.8 	0.8 	1.7 	0.9 	3.7 	9.2
93 	Glen Davis 	PF 	29 	LAC 	3 	0 	5.3 	0.7 	1.3 	.500 	0.0 	0.0 	0.0	0.7 	1.3 	.500 	0.7 	1.3 	.500 	0.3 	0.7 	1.0 	0.0 	0.3 	0.0 	0.3 	1.3 	2.0
94 	Andre Dawkins 	SG 	23 	MIA 	2 	0 	2.0 	0.0 	0.5 	.000 	0.0 	0.5 	.000 	0.0 	0.0 	0.0	0.0 	0.0 	0.0	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.0
