Manny Harris 	8.65	1.1	3.325	0.425	0.2	1.025	0.39675	0.79425	1.225	SG 
Mike Harris 	2.84	-0.38	1.52	0.84	0.5	0.26	0.4524	0.8622	0.1	PF 
Tobias Harris 	16.54	1.78	7.7	0.56	0.48	0.96	0.516	0.8666	0.58	PF 
Udonis Haslem 	2.05	0.325	3.45	0.35	0.35	0.35	0.46525	0.4815	0.1	PF 
Spencer Hawes 	10.92	3.72	7.72	0.34	1.26	2.2	0.4324	0.7162	1.74	C 
Chuck Hayes 	3.45	0.85	4.15	0.575	0.275	0.525	0.4395	0.788	0.175	C 
Gordon Hayward 	13.75	4.9	4.125	1.325	0.425	1.375	0.42075	0.89	1.2	SF 
Gerald Henderson 	12.2833333333	2.55	2.96666666667	0.416666666667	0.383333333333	2.01666666667	0.4015	0.688166666667	0.666666666667	SG 
Xavier Henry 	6.7	1.66666666667	0.7	0.533333333333	-0.233333333333	1.16666666667	0.389666666667	0.565	0.733333333333	SF 
John Henson 	10.7888888889	1.73333333333	6.7	0.5	1.45555555556	1.6	0.544	0.494444444444	0.2	PF 
Roy Hibbert 	9.13333333333	1.33333333333	6.11666666667	0.0333333333333	2.4	2.1	0.388166666667	0.659666666667	-0.0666666666667	C 
J.J. Hickson 	11.42	1.48	9.32	0.68	0.72	2.0	0.5154	0.489	-0.08	PF 
Nene Hilario 	12.4333333333	3.01666666667	5.6	1.18333333333	1.01666666667	2.21666666667	0.464666666667	0.557666666667	-0.0833333333333	PF 
George Hill 	8.4	3.45	3.4	1.0	0.3	0.95	0.4185	0.7515	1.2	PG 
Jordan Hill 	10.8333333333	0.866666666667	7.66666666667	0.283333333333	0.866666666667	0.916666666667	0.572166666667	0.687833333333	0.1	PF 
Kirk Hinrich 	8.72	3.78	2.66	1.14	0.42	1.4	0.38	0.7172	1.28	PG 
Jrue Holiday 	14.5	8.56	4.32	1.1	0.32	2.98	0.4546	0.7834	0.82	PG 
Al Horford 	17.8666666667	2.06666666667	8.06666666667	0.966666666667	1.33333333333	1.7	0.555333333333	0.651333333333	0.133333333333	C 
Dwight Howard 	16.92	1.3	13.0	0.48	1.62	2.92	0.5392	0.4914	0.38	C 
Robbie Hummel 	3.85	0.675	1.95	0.25	-1.38777878078e-17	0.625	0.39525	0.924	0.35	SF 
Kris Humphries 	6.025	0.8375	5.525	0.2875	0.725	0.525	0.49875	0.812625	-0.2375	PF 
Serge Ibaka 	15.5833333333	1.33333333333	9.51666666667	0.483333333333	2.71666666667	1.26666666667	0.541166666667	0.792333333333	0.433333333333	PF 
Andre Iguodala 	9.5	3.7	4.94	1.54	0.38	1.56	0.4546	0.6698	1.28	SF 
Ersan Ilyasova 	9.25	0.825	4.9	0.425	-0.05	0.425	0.40225	0.8195	0.675	PF 
Kyrie Irving 	22.15	5.55	3.53333333333	1.4	0.466666666667	2.16666666667	0.447833333333	0.917333333333	1.83333333333	PG 
Jarrett Jack 	8.13333333333	4.3	3.1	0.8	0.233333333333	2.13333333333	0.384333333333	0.851666666667	0.7	PG 
Reggie Jackson 	13.7166666667	3.6	4.13333333333	1.0	-0.183333333333	2.0	0.553	0.884833333333	0.933333333333	PG 
Stephen Jackson 	1.11666666667	0.05	1.13333333333	0.7	-0.0333333333333	0.716666666667	0.216666666667	0.448833333333	0.116666666667	SF 
Damion James 	-6.0	-0.3	-0.2	-0.1	5.55111512313e-17	-1.66533453694e-16	0.136	1.035	0.1	G-F 
LeBron James 	25.9	6.875	6.9	1.575	0.475	3.375	0.587	0.831	1.325	PF 
Antawn Jamison 	2.55	0.5	2.1	0.55	0.05	0.4	0.3025	0.6445	0.35	PF 
Al Jefferson 	20.6333333333	1.8	10.6833333333	0.316666666667	1.16666666667	1.75	0.484	0.792	0.0666666666667	C 
Richard Jefferson 	9.62	1.78	2.3	0.64	0.02	0.94	0.4374	0.7472	1.56	SF 
John Jenkins 	2.725	0.5	-2.22044604925e-16	-0.1	-0.05	0.2	0.4015	0.95825	0.325	SG 
Brandon Jennings 	15.44	7.68	2.96	1.28	0.06	2.46	0.3976	0.7188	2.28	PG 
Jonas Jerebko 	6.53333333333	0.566666666667	2.83333333333	0.2	-0.0333333333333	-0.0333333333333	0.513333333333	0.754333333333	1.13333333333	PF 
Amir Johnson 	8.83333333333	-0.233333333333	5.36666666667	0.433333333333	1.1	0.466666666667	0.557333333333	0.678333333333	0.0666666666667	PF 
Chris Johnson 	7.075	0.275	2.225	1.075	0.1	0.525	0.386	0.96025	1.0	SF 
James Johnson 	7.6	1.275	2.3	0.5	1.15	1.175	0.528	0.822	0.425	SF 
Joe Johnson 	15.0666666667	2.43333333333	2.53333333333	0.833333333333	0.183333333333	1.41666666667	0.433833333333	0.855333333333	2.11666666667	SG 
Wesley Johnson 	9.05	1.95	4.6	1.0	0.8	0.65	0.465	0.773	1.4	SF 
James Jones 	3.4	0.525	0.05	0.425	0.225	0.275	0.413	0.58775	1.45	SF 
Perry Jones 	4.41666666667	-0.816666666667	1.36666666667	-0.1	0.1	-0.516666666667	0.4815	0.721833333333	0.583333333333	PF 
Terrence Jones 	13.5125	0.5375	6.5875	0.825	1.225	0.725	0.553875	0.635375	0.7375	PF 
DeAndre Jordan 	8.65	0.25	13.25	0.825	2.5	1.525	0.668	0.41825	-0.225	C 
Cory Joseph 	7.8	1.93333333333	1.96666666667	0.733333333333	-5.55111512313e-17	0.566666666667	0.469	0.798333333333	0.266666666667	SG 
Chris Kaman 	8.65	0.15	5.7	0.15	0.9	3.15	0.4655	0.8255	-0.1	C 
Enes Kanter 	14.66	1.24	7.76	0.22	0.74	1.98	0.5156	0.7734	1.66533453694e-17	C 
Ryan Kelly 	6.825	1.6	3.875	1.15	0.6	0.025	0.387	0.76625	0.7	PF 
Michael Kidd-Gilchrist 	9.325	1.275	5.675	0.65	0.4	0.75	0.5165	0.60275	0.35	SF 
Andrei Kirilenko 	2.6	1.8	2.65	1.075	0.425	1.075	0.49225	0.53075	0.075	PF 
Brandon Knight 	18.35	5.1	2.85	0.75	0.175	2.35	0.43175	0.82575	1.475	PG 
Kyle Korver 	10.2	2.54285714286	3.35714285714	1.1	0.271428571429	1.72857142857	0.446	0.935428571429	2.48571428571	SG 
Kosta Koufos 	5.55	0.8	4.6	0.35	0.75	0.8	0.4995	0.6365	0.25	C 
Doron Lamb 	4.95	0.5	0.85	-0.45	-0.05	0.4	0.406	0.777	1.2	SG 
Jeremy Lamb 	8.16666666667	2.3	0.6	-0.0333333333333	-0.233333333333	1.33333333333	0.403333333333	0.801666666667	1.4	SG 
Carl Landry 	4.68333333333	0.0666666666667	3.13333333333	0.1	0.183333333333	0.35	0.490666666667	0.813833333333	0.216666666667	PF 
Shane Larkin 	7.36666666667	0.733333333333	-0.8	-0.2	-0.133333333333	0.0666666666667	0.594333333333	0.427	0.0	PG 
Ty Lawson 	17.62	8.84	3.0	1.46	0.26	2.84	0.4168	0.8358	1.58	PG 
Courtney Lee 	9.3	1.9	2.5	0.9	0.3	1.13333333333	0.478	0.843	0.7	SG 
David Lee 	18.4333333333	2.05	9.15	1.0	0.45	2.31666666667	0.522166666667	0.778166666667	0.1	PF 
Kawhi Leonard 	13.875	1.25	5.825	2.0	0.8	1.5	0.535	0.912	1.525	SF 
Jon Leuer 	4.325	0.275	3.425	0.275	0.425	0.825	0.40275	0.77075	0.65	PF 
Rashard Lewis 	3.275	0.55	2.175	0.8	-0.275	0.4	0.40175	0.73325	0.65	SF 
Damian Lillard 	20.3666666667	5.46666666667	3.13333333333	0.8	0.166666666667	2.15	0.415833333333	0.871166666667	2.63333333333	PG 
Jeremy Lin 	12.675	4.1	2.6	0.875	0.275	2.45	0.4525	0.792	1.225	PG 
Shaun Livingston 	8.78333333333	2.83333333333	2.9	1.13333333333	0.466666666667	1.7	0.4575	0.822833333333	0.266666666667	PG 
Brook Lopez 	20.8666666667	1.38333333333	5.6	0.583333333333	1.95	1.08333333333	0.553833333333	0.784666666667	0.05	C 
Robin Lopez 	12.42	1.1	8.36	0.58	1.7	0.8	0.5778	0.7628	0.18	C 
Kevin Love 	22.34	4.92	12.84	1.02	0.5	2.42	0.4038	0.7734	1.72	PF 
