1 	Shareef Abdur-Rahim 	PF 	27 	TOT 	85 	2684 	19.9 	.557 	.480 	.407 	.032 	8.2 	19.0 	13.6 	12.3 	1.4 	1.0 	12.9 	24.4 	110 	105 	6.1 	2.0 	8.1 	.145
2 	Malik Allen 	PF 	25 	MIA 	45 	616 	10.5 	.449 	.419 	.167 	.000 	7.9 	14.7 	11.3 	4.7 	1.1 	3.6 	11.3 	18.3 	93 	101 	-0.1 	0.8 	0.7 	.051
3 	Ray Allen 	SG 	28 	SEA 	56 	2152 	21.7 	.566 	.512 	.266 	.372 	3.8 	11.8 	7.8 	23.3 	1.8 	0.4 	12.1 	27.8 	112 	110 	6.5 	0.4 	6.9 	.153
4 	Rafer Alston 	PG 	27 	MIA 	82 	2581 	13.7 	.509 	.481 	.175 	.568 	1.2 	9.1 	5.1 	24.9 	2.4 	0.6 	13.5 	17.3 	105 	102 	3.1 	2.8 	5.9 	.110
5 	Chris Andersen 	PF 	25 	DEN 	71 	1029 	14.4 	.486 	.443 	.527 	.005 	9.6 	23.3 	16.3 	5.1 	1.7 	7.8 	16.1 	12.7 	100 	96 	0.5 	1.9 	2.4 	.111
6 	Derek Anderson 	SG 	29 	POR 	51 	1810 	15.1 	.499 	.440 	.307 	.423 	1.7 	10.2 	6.0 	21.1 	2.0 	0.1 	11.5 	20.5 	107 	107 	2.7 	0.9 	3.6 	.097
7 	Kenny Anderson 	PG 	33 	IND 	44 	905 	11.1 	.473 	.443 	.188 	.016 	2.5 	8.2 	5.3 	24.2 	1.6 	0.4 	15.3 	17.1 	98 	101 	0.4 	1.1 	1.5 	.079
8 	Shandon Anderson 	SG 	30 	NYK 	80 	1974 	10.1 	.500 	.454 	.285 	.227 	3.1 	9.7 	6.5 	10.2 	1.8 	0.7 	15.7 	17.7 	96 	105 	0.2 	1.5 	1.7 	.042
9 	Carmelo Anthony 	SF 	19 	DEN 	82 	2995 	17.6 	.509 	.449 	.358 	.146 	6.8 	12.1 	9.4 	13.8 	1.7 	1.0 	12.7 	28.5 	102 	105 	3.7 	2.4 	6.1 	.098
10 	Robert Archibald 	C-PF 	23 	TOT 	32 	256 	5.6 	.343 	.273 	.939 	.000 	9.4 	14.0 	11.7 	7.9 	3.0 	0.9 	17.7 	10.7 	84 	98 	-0.2 	0.4 	0.2 	.039
11 	Gilbert Arenas 	PG 	22 	WAS 	55 	2066 	16.0 	.512 	.460 	.347 	.364 	2.9 	11.1 	6.9 	25.5 	2.6 	0.4 	17.7 	27.4 	98 	105 	1.1 	1.5 	2.6 	.061
12 	Brandon Armstrong 	SG 	23 	NJN 	56 	434 	5.5 	.427 	.426 	.023 	.297 	3.3 	8.4 	5.8 	5.7 	1.5 	0.4 	12.0 	21.7 	80 	102 	-0.8 	0.5 	-0.3 	-0.030
13 	Darrell Armstrong 	PG 	35 	NOH 	79 	2247 	15.6 	.525 	.487 	.196 	.583 	3.1 	8.5 	5.7 	24.3 	3.2 	0.5 	16.2 	19.4 	105 	102 	2.8 	2.5 	5.3 	.114
14 	Carlos Arroyo 	PG 	24 	UTA 	71 	2008 	16.8 	.517 	.466 	.293 	.152 	2.5 	9.0 	5.7 	34.6 	1.7 	0.2 	15.2 	23.7 	106 	106 	3.5 	1.2 	4.7 	.112
15 	Chucky Atkins 	PG 	29 	TOT 	64 	1544 	12.1 	.511 	.480 	.200 	.498 	0.7 	6.2 	3.5 	24.7 	1.5 	0.1 	14.9 	18.5 	103 	105 	1.5 	1.3 	2.7 	.085
16 	Stacey Augmon 	SF 	35 	NOH 	69 	1416 	10.0 	.486 	.414 	.401 	.020 	4.1 	10.1 	7.0 	10.0 	2.1 	0.8 	15.7 	15.6 	97 	104 	0.4 	1.3 	1.6 	.056
17 	Vin Baker 	PF 	32 	TOT 	54 	1313 	14.8 	.530 	.483 	.363 	.007 	10.0 	14.4 	12.2 	9.0 	1.1 	1.9 	13.3 	20.1 	105 	105 	1.7 	1.1 	2.8 	.101
18 	Marcus Banks 	PG 	22 	BOS 	81 	1385 	11.0 	.480 	.431 	.296 	.195 	2.5 	8.4 	5.5 	21.3 	3.3 	0.7 	20.0 	20.5 	91 	103 	-0.6 	1.4 	0.7 	.026
19 	Leandro Barbosa 	PG 	21 	PHO 	70 	1500 	12.7 	.553 	.535 	.130 	.447 	1.7 	7.6 	4.7 	18.0 	3.2 	0.3 	19.5 	18.6 	100 	106 	0.9 	1.0 	1.9 	.061
20 	Matt Barnes 	SF 	23 	LAC 	38 	724 	10.6 	.519 	.464 	.442 	.094 	8.3 	15.5 	11.9 	10.6 	2.0 	0.3 	21.1 	12.8 	101 	108 	0.4 	0.3 	0.7 	.045
21 	Dana Barros 	SG 	36 	BOS 	1 	11 	17.8 	.773 	.667 	.667 	.000 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	16.0 	162 	113 	0.1 	0.0 	0.1 	.256
22 	Brent Barry 	SG 	32 	SEA 	59 	1803 	18.3 	.668 	.637 	.258 	.590 	1.4 	11.9 	6.7 	30.5 	2.5 	0.7 	22.6 	15.8 	120 	108 	4.9 	0.7 	5.7 	.151
23 	Jon Barry 	SG 	34 	DEN 	57 	1101 	14.6 	.535 	.490 	.239 	.465 	2.5 	10.2 	6.3 	20.6 	2.7 	0.5 	13.9 	15.2 	111 	104 	1.7 	1.1 	2.8 	.122
24 	Mengke Bateer 	C 	28 	TOR 	7 	40 	7.2 	.571 	.571 	.000 	.000 	14.3 	8.7 	11.5 	4.4 	1.4 	0.0 	22.2 	10.9 	107 	104 	0.0 	0.0 	0.1 	.090
25 	Tony Battie 	C 	27 	TOT 	73 	1478 	11.9 	.482 	.445 	.232 	.023 	9.0 	18.1 	13.6 	6.4 	0.9 	3.3 	13.0 	14.8 	101 	103 	0.8 	1.4 	2.3 	.074
26 	Shane Battier 	SF 	25 	MEM 	79 	1947 	15.3 	.544 	.506 	.302 	.343 	5.9 	11.8 	8.8 	8.4 	2.7 	2.2 	8.3 	15.5 	114 	102 	3.5 	2.3 	5.9 	.145
27 	Lonny Baxter 	C-PF 	25 	TOT 	62 	766 	12.6 	.518 	.495 	.364 	.014 	9.4 	18.5 	13.9 	4.8 	1.2 	2.8 	13.6 	17.2 	100 	100 	0.5 	1.0 	1.5 	.094
28 	Jerome Beasley 	PF 	23 	MIA 	2 	5 	5.9 	.333 	.333 	.000 	.000 	0.0 	23.6 	11.7 	0.0 	0.0 	0.0 	0.0 	28.2 	72 	104 	0.0 	0.0 	0.0 	-0.117
29 	Raja Bell 	SG 	27 	UTA 	82 	2020 	12.7 	.500 	.447 	.308 	.206 	3.6 	11.3 	7.4 	10.2 	1.7 	0.5 	10.8 	23.6 	103 	105 	2.2 	1.5 	3.7 	.088
30 	Troy Bell 	PG 	23 	MEM 	6 	34 	-4.5 	.285 	.222 	.167 	.222 	9.9 	3.4 	6.6 	18.7 	1.5 	0.0 	23.7 	33.5 	61 	108 	-0.2 	0.0 	-0.2 	-0.326
31 	Jonathan Bender 	SF 	23 	IND 	21 	271 	15.7 	.584 	.514 	.443 	.208 	3.9 	13.7 	8.7 	6.5 	1.0 	3.1 	20.7 	27.8 	96 	99 	0.1 	0.4 	0.5 	.087
32 	Travis Best 	PG 	31 	DAL 	61 	762 	10.1 	.445 	.381 	.267 	.116 	2.4 	7.5 	4.9 	19.5 	2.1 	0.4 	14.7 	12.9 	103 	110 	0.5 	0.2 	0.7 	.044
33 	Mike Bibby 	PG 	25 	SAC 	82 	2980 	19.3 	.564 	.514 	.319 	.323 	2.6 	7.8 	5.3 	24.5 	1.9 	0.4 	11.6 	22.9 	113 	108 	8.0 	1.3 	9.3 	.151
34 	Chauncey Billups 	PG 	27 	DET 	78 	2758 	18.6 	.550 	.459 	.462 	.336 	1.5 	10.0 	5.8 	29.3 	1.7 	0.2 	13.6 	23.5 	112 	99 	7.1 	4.2 	11.3 	.198
