1 	Shareef Abdur-Rahim 	PF 	28 	POR 	54 	49 	1867 	6.5 	12.9 	.503 	0.3 	0.8 	.385 	6.2 	12.2 	.510 	4.2 	4.9 	.866 	2.4 	5.2 	7.6 	2.1 	0.9 	0.5 	2.3 	2.9 	17.5
2 	Cory Alexander 	SG 	31 	CHA 	16 	1 	201 	2.9 	8.8 	.327 	1.4 	3.4 	.421 	1.4 	5.4 	.267 	1.6 	2.1 	.750 	1.4 	3.8 	5.2 	6.6 	1.6 	0.2 	3.4 	5.2 	8.8
3 	Malik Allen 	PF 	26 	TOT 	36 	1 	519 	5.8 	12.3 	.475 	0.0 	0.0 	0.0	5.8 	12.3 	.475 	1.8 	1.9 	.929 	2.8 	4.1 	6.9 	1.2 	0.6 	1.5 	1.2 	3.7 	13.5
4 	Ray Allen 	SG 	29 	SEA 	78 	78 	3064 	7.5 	17.6 	.428 	2.5 	6.5 	.376 	5.1 	11.0 	.459 	4.4 	5.0 	.883 	0.9 	3.1 	4.1 	3.4 	1.0 	0.1 	2.0 	2.0 	21.9
5 	Tony Allen 	SG 	23 	BOS 	77 	34 	1262 	5.2 	11.0 	.475 	0.3 	0.9 	.387 	4.9 	10.2 	.483 	3.2 	4.3 	.737 	2.4 	3.9 	6.3 	1.8 	2.2 	0.7 	2.2 	4.5 	14.0
6 	Rafer Alston 	PG 	28 	TOR 	80 	78 	2717 	5.3 	12.9 	.414 	1.8 	5.2 	.357 	3.5 	7.8 	.451 	2.5 	3.4 	.740 	0.6 	3.1 	3.7 	6.8 	1.6 	0.1 	2.3 	2.8 	15.1
7 	Chris Andersen 	C 	26 	NOH 	67 	2 	1430 	4.8 	9.0 	.534 	0.0 	0.1 	.000 	4.8 	8.9 	.538 	3.3 	4.8 	.689 	3.4 	6.9 	10.3 	1.8 	0.4 	2.5 	1.6 	3.6 	12.9
8 	Derek Anderson 	SG 	30 	POR 	47 	32 	1239 	4.4 	11.4 	.389 	1.7 	4.4 	.384 	2.7 	7.0 	.392 	2.0 	2.5 	.805 	0.7 	3.0 	3.7 	4.2 	1.0 	0.1 	2.0 	2.6 	12.6
9 	Kenny Anderson 	PG 	34 	TOT 	43 	20 	743 	4.1 	9.7 	.423 	0.3 	0.6 	.462 	3.8 	9.1 	.420 	1.3 	1.8 	.730 	1.2 	3.1 	4.3 	5.0 	1.6 	0.0 	2.4 	4.2 	9.8
10 	Shandon Anderson 	SF-SG 	31 	TOT 	66 	5 	1171 	3.0 	6.7 	.452 	0.2 	0.9 	.172 	2.9 	5.8 	.495 	1.7 	2.0 	.818 	1.3 	4.6 	5.9 	2.2 	1.2 	0.4 	1.5 	4.2 	7.8
11 	Carmelo Anthony 	SF 	20 	DEN 	75 	75 	2608 	7.3 	17.0 	.431 	0.6 	2.2 	.266 	6.7 	14.8 	.455 	6.3 	7.9 	.796 	1.9 	3.9 	5.9 	2.7 	0.9 	0.4 	3.1 	3.2 	21.5
12 	Rafael Araujo 	C 	24 	TOR 	59 	41 	736 	3.7 	8.6 	.434 	0.0 	0.1 	.333 	3.7 	8.4 	.436 	2.1 	2.7 	.782 	2.9 	6.2 	9.0 	0.8 	1.0 	0.4 	2.5 	7.7 	9.6
13 	Gilbert Arenas 	PG 	23 	WAS 	80 	80 	3274 	7.2 	16.7 	.431 	2.3 	6.2 	.365 	5.0 	10.6 	.469 	5.7 	7.0 	.814 	0.9 	3.2 	4.2 	4.5 	1.5 	0.3 	2.7 	2.7 	22.4
14 	Trevor Ariza 	SF 	19 	NYK 	80 	12 	1382 	4.5 	10.1 	.442 	0.1 	0.3 	.231 	4.4 	9.8 	.449 	3.2 	4.5 	.695 	2.3 	4.0 	6.3 	2.2 	1.8 	0.5 	1.9 	3.9 	12.2
15 	Darrell Armstrong 	PG 	36 	TOT 	66 	16 	988 	3.2 	10.1 	.321 	1.0 	4.0 	.252 	2.2 	6.0 	.367 	2.1 	2.5 	.853 	1.3 	2.9 	4.2 	6.5 	1.6 	0.3 	2.4 	3.4 	9.6
16 	Carlos Arroyo 	PG 	25 	TOT 	70 	16 	1448 	4.2 	10.7 	.389 	0.2 	0.7 	.267 	4.0 	9.9 	.398 	3.0 	3.7 	.799 	0.6 	1.9 	2.6 	7.0 	1.1 	0.1 	2.7 	3.6 	11.5
17 	Chucky Atkins 	PG 	30 	LAL 	82 	82 	2903 	4.8 	11.3 	.426 	2.2 	5.6 	.387 	2.6 	5.6 	.466 	2.0 	2.5 	.803 	0.4 	2.1 	2.4 	4.4 	0.9 	0.0 	1.9 	2.2 	13.8
18 	Stacey Augmon 	SF 	36 	ORL 	55 	7 	663 	3.7 	9.1 	.407 	0.0 	0.0 	0.0	3.7 	9.1 	.407 	3.1 	4.2 	.740 	2.4 	2.9 	5.4 	2.0 	1.2 	0.4 	1.7 	4.5 	10.5
19 	Maurice Baker 	PG 	25 	TOT 	5 	0 	19 	0.0 	1.9 	.000 	0.0 	0.0 	0.0	0.0 	1.9 	.000 	0.0 	0.0 	0.0	1.9 	1.9 	3.8 	1.9 	1.9 	0.0 	1.9 	5.7 	0.0
20 	Vin Baker 	PF-C 	33 	TOT 	27 	0 	204 	2.3 	7.4 	.310 	0.0 	0.2 	.000 	2.3 	7.2 	.317 	1.6 	3.0 	.529 	3.0 	3.9 	6.9 	1.8 	0.4 	0.7 	3.0 	6.7 	6.2
21 	Marcus Banks 	PG 	23 	BOS 	81 	2 	1145 	3.6 	9.0 	.402 	0.7 	1.9 	.356 	3.0 	7.1 	.414 	3.8 	5.1 	.742 	0.9 	3.0 	4.0 	4.9 	2.0 	0.4 	2.5 	4.6 	11.7
22 	Leandro Barbosa 	PG 	22 	PHO 	63 	6 	1087 	5.6 	11.7 	.475 	1.7 	4.6 	.367 	3.9 	7.1 	.544 	1.8 	2.3 	.797 	1.1 	3.2 	4.3 	4.2 	1.0 	0.2 	2.9 	4.2 	14.6
23 	Matt Barnes 	SF 	24 	SAC 	43 	9 	715 	3.1 	7.6 	.411 	0.3 	1.1 	.227 	2.9 	6.5 	.442 	1.8 	2.9 	.603 	2.5 	4.2 	6.7 	2.9 	1.5 	0.4 	2.3 	4.0 	8.3
24 	Andre Barrett 	PG 	22 	TOT 	38 	1 	483 	3.4 	9.2 	.363 	1.0 	3.9 	.269 	2.3 	5.4 	.431 	1.0 	1.4 	.737 	0.8 	2.2 	3.0 	5.1 	1.4 	0.1 	2.0 	3.8 	8.8
25 	Brent Barry 	SG 	33 	SAS 	81 	8 	1742 	4.0 	9.5 	.423 	2.1 	5.8 	.357 	1.9 	3.7 	.525 	2.3 	2.8 	.837 	0.6 	3.3 	3.9 	3.7 	0.8 	0.4 	1.3 	2.5 	12.4
26 	Jon Barry 	SG 	35 	TOT 	69 	2 	1505 	3.9 	8.8 	.438 	1.7 	3.9 	.430 	2.2 	4.9 	.443 	1.5 	1.7 	.873 	0.6 	3.2 	3.8 	4.0 	1.4 	0.2 	1.6 	2.3 	10.9
27 	Tony Battie 	C 	28 	ORL 	81 	32 	1894 	3.1 	6.7 	.460 	0.0 	0.1 	.000 	3.1 	6.6 	.468 	1.3 	1.8 	.723 	2.1 	6.5 	8.6 	0.8 	0.6 	1.5 	1.5 	4.6 	7.5
28 	Shane Battier 	SG 	26 	MEM 	80 	72 	2516 	3.9 	8.8 	.442 	1.0 	2.5 	.395 	2.9 	6.2 	.461 	2.6 	3.3 	.789 	2.3 	3.6 	5.9 	1.8 	1.3 	1.1 	1.1 	2.9 	11.3
