1 	502	29 	8 	21 	.276 	-3.57 	1.99 	3 	11 	6 	9 	1 	11 	1667 	1828 	0.0	544 	1251 	.435 	245 	683 	.359 	334 	479 	.697 	0.0	724 	367 	211 	54 	0.0	
2 	503	28 	12 	16 	.429 	-3.09 	1.67 	9 	9 	8 	5 	4 	9 	1901 	2034 	0.0	613 	1355 	.452 	189 	436 	.433 	486 	670 	.725 	0.0	823 	379 	161 	89 	0.0	
3 	505	28 	17 	11 	.607 	-13.46 	-11.79 	13 	5 	11 	2 	5 	9 	2056 	2091 	0.0	743 	1902 	.391 	156 	536 	.291 	414 	661 	.626 	0.0	1256 	388 	339 	78 	0.0	
4 	805	31 	17 	14 	.548 	6.63 	4.08 	8 	8 	10 	5 	6 	7 	2236 	2157 	0.0	799 	1882 	.425 	178 	552 	.322 	460 	709 	.649 	0.0	1274 	392 	208 	125 	0.0	
5 	506	31 	22 	9 	.710 	-8.86 	-13.61 	15 	3 	11 	2 	8 	5 	2135 	1980 	0.0	756 	1713 	.441 	165 	506 	.326 	458 	696 	.658 	0.0	1245 	410 	260 	93 	0.0	
6 	504	36 	25 	11 	.694 	14.02 	6.27 	8 	8 	18 	1 	2 	7 	2761 	2482 	0.0	953 	2199 	.433 	232 	711 	.326 	623 	893 	.698 	0.0	1630 	438 	257 	166 	0.0	
7 	507	28 	6 	22 	.214 	-18.87 	-8.67 	0.0	0.0	4 	9 	1 	12 	1928 	2169 	0.0	712 	1656 	.430 	166 	442 	.376 	338 	501 	.675 	0.0	997 	316 	225 	64 	0.0	
8 	508	30 	15 	15 	.500 	-11.98 	-10.78 	13 	5 	8 	2 	6 	10 	2245 	2280 	0.0	784 	1790 	.438 	159 	476 	.334 	518 	746 	.694 	0.0	1261 	366 	228 	95 	0.0	
9 	509	27 	7 	20 	.259 	-10.33 	-2.81 	3 	13 	6 	7 	1 	13 	1579 	1782 	0.0	596 	1470 	.405 	110 	382 	.288 	277 	484 	.572 	0.0	1000 	293 	137 	114 	0.0	
10 	510	31 	11 	20 	.355 	-12.13 	-4.24 	7 	9 	6 	8 	5 	9 	2005 	2186 	0.0	743 	1715 	.433 	133 	438 	.304 	386 	572 	.675 	0.0	1248 	444 	193 	79 	0.0	
