1 	502	28 	8 	20 	.286 	-5.07 	2.58 	4 	10 	0.0	0.0	0.0	0.0	1889 	2046 	0.0	654 	1673 	.391 	184 	590 	.312 	397 	610 	.651 	0.0	1091 	336 	243 	53 	0.0	
2 	503	28 	17 	11 	.607 	3.44 	1.32 	11 	7 	0.0	0.0	0.0	0.0	2126 	2009 	0.0	705 	1574 	.448 	131 	406 	.323 	585 	767 	.763 	0.0	1088 	431 	226 	89 	0.0	
3 	505	28 	18 	10 	.643 	-12.27 	-12.07 	14 	4 	0.0	0.0	0.0	0.0	2126 	2036 	0.0	764 	1929 	.396 	168 	550 	.305 	430 	661 	.651 	0.0	1277 	386 	366 	99 	0.0	
4 	805	28 	14 	14 	.500 	3.41 	4.94 	7 	9 	0.0	0.0	0.0	0.0	2053 	2096 	0.0	737 	1771 	.416 	145 	466 	.311 	434 	664 	.654 	0.0	1197 	365 	257 	87 	0.0	
5 	506	28 	13 	15 	.464 	-16.56 	-12.35 	10 	8 	0.0	0.0	0.0	0.0	1867 	1931 	0.0	648 	1551 	.418 	144 	446 	.323 	429 	672 	.638 	0.0	1153 	341 	238 	83 	0.0	
6 	504	29 	13 	16 	.448 	7.44 	7.62 	6 	10 	0.0	0.0	0.0	0.0	2094 	2099 	0.0	715 	1665 	.429 	186 	540 	.344 	478 	673 	.710 	0.0	1212 	312 	184 	120 	0.0	
7 	507	28 	11 	17 	.393 	-15.51 	-9.59 	0.0	0.0	0.0	0.0	0.0	0.0	1828 	1920 	0.0	663 	1545 	.429 	236 	649 	.364 	266 	385 	.691 	0.0	908 	402 	234 	111 	0.0	
8 	508	29 	19 	10 	.655 	-9.90 	-11.60 	15 	3 	0.0	0.0	0.0	0.0	2161 	2036 	0.0	767 	1727 	.444 	135 	455 	.297 	458 	654 	.700 	0.0	1260 	410 	300 	71 	0.0	
9 	509	29 	11 	18 	.379 	-6.13 	-3.42 	5 	11 	0.0	0.0	0.0	0.0	1904 	1962 	0.0	714 	1778 	.402 	118 	411 	.287 	358 	566 	.633 	0.0	1011 	376 	274 	118 	0.0	
10 	510	32 	23 	9 	.719 	2.49 	-3.75 	13 	3 	0.0	0.0	0.0	0.0	2530 	2228 	0.0	915 	1882 	.486 	200 	515 	.388 	500 	705 	.709 	0.0	1238 	534 	325 	127 	0.0	
11 	512	32 	19 	13 	.594 	12.11 	8.75 	10 	8 	0.0	0.0	0.0	0.0	2539 	2395 	0.0	924 	2127 	.434 	162 	481 	.337 	529 	726 	.729 	0.0	1349 	516 	274 	87 	0.0	
12 	511	34 	27 	7 	.794 	18.97 	9.70 	15 	3 	0.0	0.0	0.0	0.0	2599 	2284 	0.0	904 	1976 	.457 	155 	482 	.322 	636 	871 	.730 	0.0	1444 	537 	255 	192 	0.0	
13 	513	28 	4 	24 	.143 	-12.17 	-2.77 	1 	15 	0.0	0.0	0.0	0.0	1885 	2148 	0.0	662 	1493 	.443 	182 	505 	.360 	379 	551 	.688 	0.0	911 	329 	151 	60 	0.0	
14 	514	27 	6 	21 	.222 	-24.29 	-10.05 	5 	13 	0.0	0.0	0.0	0.0	1828 	2164 	0.0	667 	1568 	.425 	95 	359 	.265 	399 	667 	.598 	0.0	1152 	327 	277 	91 	0.0	
15 	516	28 	10 	18 	.357 	-4.73 	-0.48 	7 	9 	0.0	0.0	0.0	0.0	2004 	2123 	0.0	714 	1637 	.436 	191 	569 	.336 	385 	547 	.704 	0.0	1018 	423 	215 	66 	0.0	
16 	515	34 	19 	15 	.559 	12.37 	7.76 	7 	9 	0.0	0.0	0.0	0.0	2529 	2372 	0.0	931 	2168 	.429 	292 	832 	.351 	375 	622 	.603 	0.0	1309 	458 	379 	120 	0.0	
17 	517	28 	5 	23 	.179 	-19.89 	-6.43 	2 	10 	0.0	0.0	0.0	0.0	1482 	1796 	0.0	536 	1476 	.363 	132 	429 	.308 	278 	449 	.619 	0.0	969 	266 	222 	62 	0.0	
