1 	502	26 	10 	16 	.385 	-4.00 	2.53 	2 	12 	0.0	0.0	0.0	0.0	1981 	2085 	0.0	629 	1703 	.369 	233 	738 	.316 	490 	700 	.700 	0.0	1175 	281 	209 	79 	0.0	
2 	503	27 	18 	9 	.667 	5.15 	1.11 	12 	6 	0.0	0.0	0.0	0.0	2031 	1905 	0.0	676 	1497 	.452 	160 	439 	.364 	519 	692 	.750 	0.0	980 	386 	217 	69 	0.0	
3 	805	32 	20 	12 	.625 	8.87 	5.40 	10 	6 	0.0	0.0	0.0	0.0	2368 	2257 	0.0	855 	1889 	.453 	155 	480 	.323 	503 	740 	.680 	0.0	1336 	465 	293 	88 	0.0	
4 	506	27 	11 	16 	.407 	-15.31 	-9.83 	8 	8 	0.0	0.0	0.0	0.0	1815 	1891 	0.0	619 	1496 	.414 	124 	397 	.312 	453 	703 	.644 	0.0	1158 	296 	243 	62 	0.0	
5 	504	32 	17 	15 	.531 	5.73 	6.66 	6 	10 	0.0	0.0	0.0	0.0	2144 	2174 	0.0	782 	1810 	.432 	134 	400 	.335 	446 	626 	.712 	0.0	1321 	383 	233 	115 	0.0	
6 	508	30 	23 	7 	.767 	-2.88 	-10.48 	14 	2 	0.0	0.0	0.0	0.0	2274 	2007 	0.0	796 	1902 	.419 	186 	576 	.323 	496 	772 	.642 	0.0	1473 	404 	329 	118 	0.0	
7 	509	28 	7 	21 	.250 	-8.95 	-1.60 	2 	14 	0.0	0.0	0.0	0.0	1805 	1951 	0.0	663 	1694 	.391 	119 	400 	.298 	360 	566 	.636 	0.0	1132 	322 	235 	100 	0.0	
8 	510	29 	21 	8 	.724 	-0.48 	-5.32 	13 	3 	0.0	0.0	0.0	0.0	2168 	1916 	0.0	776 	1661 	.467 	137 	371 	.369 	479 	714 	.671 	0.0	1178 	465 	307 	102 	0.0	
9 	512	30 	14 	16 	.467 	9.04 	8.25 	6 	12 	0.0	0.0	0.0	0.0	2236 	2167 	0.0	804 	1820 	.442 	177 	532 	.333 	451 	648 	.696 	0.0	1195 	512 	249 	77 	0.0	
10 	511	29 	22 	7 	.759 	15.28 	8.31 	13 	5 	0.0	0.0	0.0	0.0	2383 	2181 	0.0	820 	1754 	.468 	143 	409 	.350 	600 	845 	.710 	0.0	1342 	419 	213 	93 	0.0	
11 	513	27 	12 	15 	.444 	-7.74 	-2.94 	5 	9 	0.0	0.0	0.0	0.0	1790 	1904 	0.0	648 	1391 	.466 	174 	458 	.380 	320 	463 	.691 	0.0	899 	343 	128 	62 	0.0	
12 	514	27 	3 	24 	.111 	-27.20 	-8.07 	1 	15 	0.0	0.0	0.0	0.0	1793 	2211 	0.0	685 	1760 	.389 	119 	448 	.266 	304 	514 	.591 	0.0	1139 	331 	245 	94 	0.0	
13 	516	30 	18 	12 	.600 	3.31 	-0.72 	9 	5 	0.0	0.0	0.0	0.0	2206 	2061 	0.0	798 	1748 	.457 	159 	488 	.326 	451 	655 	.689 	0.0	1125 	447 	265 	103 	0.0	
14 	515	34 	23 	11 	.676 	12.83 	6.01 	9 	7 	0.0	0.0	0.0	0.0	2675 	2443 	0.0	980 	2206 	.444 	296 	808 	.366 	419 	632 	.663 	0.0	1391 	563 	332 	147 	0.0	
15 	517	27 	8 	19 	.296 	-22.35 	-6.51 	4 	8 	0.0	0.0	0.0	0.0	1615 	1968 	0.0	570 	1460 	.390 	133 	413 	.322 	342 	477 	.717 	0.0	906 	304 	207 	70 	0.0	
16 	518	33 	29 	4 	.879 	24.54 	4.93 	14 	2 	0.0	0.0	0.0	0.0	2680 	2033 	0.0	974 	2245 	.434 	234 	672 	.348 	498 	766 	.650 	0.0	1601 	461 	327 	112 	0.0	
17 	519	27 	11 	16 	.407 	-7.86 	-4.94 	9 	9 	0.0	0.0	0.0	0.0	1959 	2037 	0.0	711 	1547 	.460 	168 	491 	.342 	369 	557 	.662 	0.0	1041 	370 	186 	93 	0.0	
18 	520	27 	16 	11 	.593 	1.57 	1.38 	10 	8 	0.0	0.0	0.0	0.0	1798 	1760 	0.0	634 	1548 	.410 	147 	434 	.339 	381 	583 	.654 	0.0	1061 	321 	209 	79 	0.0	
19 	521	30 	6 	24 	.200 	-5.64 	3.46 	0 	16 	0.0	0.0	0.0	0.0	1846 	2107 	0.0	644 	1703 	.378 	163 	565 	.288 	395 	602 	.656 	0.0	1192 	308 	217 	104 	0.0	
20 	523	27 	11 	16 	.407 	-12.37 	-9.08 	10 	9 	0.0	0.0	0.0	0.0	1791 	1879 	0.0	634 	1440 	.440 	107 	366 	.292 	416 	600 	.693 	0.0	992 	365 	214 	71 	0.0	
21 	526	29 	21 	8 	.724 	2.86 	-3.25 	12 	4 	0.0	0.0	0.0	0.0	1987 	1790 	0.0	682 	1478 	.461 	172 	468 	.368 	451 	635 	.710 	0.0	964 	387 	277 	91 	0.0	
22 	527	27 	6 	21 	.222 	-1.22 	7.78 	3 	15 	0.0	0.0	0.0	0.0	1689 	1932 	0.0	622 	1521 	.409 	155 	462 	.335 	290 	438 	.662 	0.0	922 	314 	260 	70 	0.0	
23 	528	27 	9 	18 	.333 	-9.35 	-6.09 	5 	13 	0.0	0.0	0.0	0.0	1736 	1824 	0.0	608 	1476 	.412 	161 	482 	.334 	359 	568 	.632 	0.0	1057 	383 	185 	52 	0.0	
24 	529	28 	18 	10 	.643 	6.89 	2.43 	12 	6 	0.0	0.0	0.0	0.0	1980 	1824 	0.0	691 	1506 	.459 	132 	406 	.325 	466 	642 	.726 	0.0	1006 	380 	252 	84 	0.0	
25 	530	29 	17 	12 	.586 	6.82 	5.13 	11 	7 	0.0	0.0	0.0	0.0	1824 	1775 	0.0	616 	1437 	.429 	173 	468 	.370 	419 	606 	.691 	0.0	1030 	337 	249 	113 	0.0	
26 	536	28 	12 	16 	.429 	2.65 	4.29 	6 	8 	0.0	0.0	0.0	0.0	2009 	2055 	0.0	671 	1487 	.451 	176 	474 	.371 	491 	677 	.725 	0.0	1097 	359 	188 	87 	0.0	
27 	531	26 	4 	22 	.154 	-18.99 	-7.26 	2 	12 	0.0	0.0	0.0	0.0	1578 	1883 	0.0	550 	1350 	.407 	143 	446 	.321 	335 	447 	.749 	0.0	823 	292 	149 	46 	0.0	
28 	533	29 	16 	13 	.552 	-5.30 	-7.82 	9 	3 	0.0	0.0	0.0	0.0	1939 	1779 	0.0	673 	1529 	.440 	164 	511 	.321 	429 	642 	.668 	0.0	1133 	409 	239 	117 	0.0	
29 	534	29 	5 	24 	.172 	-15.04 	0.54 	1 	17 	0.0	0.0	0.0	0.0	1709 	2141 	0.0	605 	1637 	.370 	148 	531 	.279 	351 	522 	.672 	0.0	1124 	373 	191 	105 	0.0	
30 	535	32 	22 	10 	.688 	5.04 	1.40 	11 	3 	0.0	0.0	0.0	0.0	2032 	1921 	0.0	690 	1569 	.440 	123 	380 	.324 	529 	767 	.690 	0.0	1151 	440 	231 	57 	0.0	
31 	538	27 	11 	16 	.407 	-7.06 	-3.90 	6 	10 	0.0	0.0	0.0	0.0	2293 	2298 	0.0	785 	1801 	.436 	255 	724 	.352 	468 	639 	.732 	0.0	1087 	411 	222 	58 	0.0	
32 	564	27 	13 	14 	.481 	-7.99 	-2.72 	7 	9 	0.0	0.0	0.0	0.0	1891 	1998 	0.0	649 	1500 	.433 	158 	461 	.343 	435 	647 	.672 	0.0	1060 	365 	180 	79 	0.0	
33 	565	29 	17 	12 	.586 	0.79 	-1.58 	9 	7 	0.0	0.0	0.0	0.0	2378 	2235 	0.0	856 	1828 	.468 	202 	570 	.354 	464 	702 	.661 	0.0	1162 	515 	310 	78 	0.0	
34 	807	26 	6 	20 	.231 	-8.42 	-1.63 	2 	14 	0.0	0.0	0.0	0.0	1692 	1821 	0.0	590 	1358 	.434 	177 	482 	.367 	335 	480 	.698 	0.0	866 	346 	173 	65 	0.0	
35 	757	28 	15 	13 	.536 	-2.74 	-3.16 	12 	4 	0.0	0.0	0.0	0.0	1971 	1942 	0.0	744 	1669 	.446 	124 	388 	.320 	359 	559 	.642 	0.0	1159 	457 	236 	56 	0.0	
36 	539	33 	22 	11 	.667 	11.94 	7.85 	8 	10 	0.0	0.0	0.0	0.0	2406 	2267 	0.0	868 	2010 	.432 	117 	377 	.310 	553 	824 	.671 	0.0	1355 	418 	278 	123 	0.0	
37 	540	27 	9 	18 	.333 	-16.27 	-7.63 	6 	10 	0.0	0.0	0.0	0.0	1721 	1934 	0.0	625 	1458 	.429 	193 	530 	.364 	278 	419 	.663 	0.0	953 	378 	155 	78 	0.0	
38 	541	27 	15 	12 	.556 	-7.03 	-4.77 	11 	7 	0.0	0.0	0.0	0.0	1918 	1979 	0.0	664 	1481 	.448 	153 	385 	.397 	437 	623 	.701 	0.0	1029 	420 	164 	89 	0.0	
39 	543	28 	14 	14 	.500 	-10.73 	-7.13 	9 	7 	0.0	0.0	0.0	0.0	1765 	1853 	0.0	607 	1402 	.433 	130 	395 	.329 	421 	612 	.688 	0.0	1028 	294 	144 	67 	0.0	
40 	544	32 	19 	13 	.594 	-7.37 	-10.40 	11 	9 	0.0	0.0	0.0	0.0	2263 	2182 	0.0	824 	1834 	.449 	114 	381 	.299 	501 	745 	.672 	0.0	1282 	435 	280 	126 	0.0	
