33.6060606061	1
36.9285714286	0
34.0	0
32.0322580645	1
39.1081081081	3
33.71875	1
35.4516129032	1
40.0	0
33.1724137931	0
35.7333333333	0
38.25	3
39.71875	2
38.5	0
35.7096774194	1
34.9666666667	0
37.5483870968	0
39.7894736842	4
40.0	0
41.2571428571	4
40.1666666667	0
32.0344827586	1
43.1282051282	0
38.8965517241	0
39.46875	0
36.1666666667	0
36.6764705882	3
41.4827586207	0
37.935483871	1
41.6333333333	1
26.5862068966	1
36.1212121212	2
31.3333333333	2
40.1212121212	1
38.3939393939	0
37.2333333333	0
38.75	1
35.8333333333	0
37.3666666667	0
35.9666666667	0
38.6470588235	1
33.8620689655	0
39.9	2
45.6666666667	0
42.28125	0
37.7878787879	0
32.1818181818	1
34.28125	1
38.0	2
40.1515151515	2
35.5333333333	2
33.8125	0
37.0294117647	5
36.7666666667	0
44.4242424242	0
34.5666666667	0
42.0512820513	6
35.2424242424	0
36.8620689655	1
38.1818181818	0
39.2	3
39.5454545455	0
37.3333333333	2
39.5757575758	1
35.5757575758	0
40.3939393939	0
40.1428571429	3
39.4193548387	2
44.1111111111	6
38.8529411765	0
39.2333333333	0
42.5172413793	1
37.6451612903	0
38.6333333333	2
42.9032258065	0
38.2352941176	1
37.2727272727	0
35.5161290323	1
43.1176470588	0
43.25	0
48.3548387097	0
43.4324324324	3
42.5666666667	1
42.2333333333	1
37.8333333333	0
39.6176470588	1
49.1	0
37.5	0
43.0322580645	0
34.8484848485	0
43.0303030303	1
40.8275862069	0
38.7631578947	4
32.6666666667	0
39.1935483871	0
37.8181818182	2
43.5757575758	1
40.7878787879	1
47.2307692308	5
39.4193548387	1
40.6216216216	3
43.1470588235	2
37.1176470588	2
33.875	2
38.0357142857	0
42.4545454545	0
36.1666666667	0
38.9090909091	1
44.9393939394	1
39.71875	0
38.303030303	1
40.5862068966	0
39.2571428571	3
32.40625	0
39.0689655172	0
48.5151515152	2
38.6666666667	0
37.8823529412	1
39.4074074074	0
41.0277777778	4
39.8787878788	2
46.275862069	0
42.3636363636	1
44.0909090909	0
40.40625	0
40.9117647059	1
38.8965517241	0
41.75	0
37.5	0
40.84375	1
40.5588235294	1
40.9142857143	2
42.8918918919	5
44.3870967742	0
35.71875	0
40.8235294118	0
33.3125	0
39.5806451613	0
41.5945945946	3
42.1176470588	2
41.5428571429	2
40.53125	2
41.8857142857	1
42.7575757576	1
42.0689655172	0
43.3823529412	1
45.2058823529	0
39.9117647059	2
37.8709677419	0
42.5151515152	0
44.8235294118	2
40.5806451613	0
43.4193548387	0
36.8064516129	0
42.0	1
40.1176470588	3
42.3939393939	1
36.1612903226	0
37.3870967742	0
43.8387096774	0
39.4838709677	0
40.3225806452	0
44.8484848485	0
48.0294117647	1
38.7419354839	0
35.5151515152	0
37.9677419355	0
34.3333333333	1
41.6666666667	6
41.5	4
43.7941176471	0
39.3548387097	0
40.4375	2
40.4594594595	3
38.6363636364	0
46.1935483871	1
38.5	0
43.7878787879	2
41.7575757576	1
33.3055555556	4
42.5	0
43.3939393939	1
38.9032258065	0
38.5333333333	0
41.5588235294	3
40.9666666667	1
39.0588235294	1
42.4705882353	1
38.6875	0
39.28125	0
35.84375	1
39.1034482759	0
39.6176470588	0
39.2647058824	1
41.1935483871	0
38.5161290323	1
41.3666666667	0
44.1818181818	0
34.0882352941	1
48.7575757576	2
37.1333333333	0
43.064516129	0
42.8285714286	1
43.0769230769	6
44.5	4
37.8918918919	3
39.7096774194	1
35.5806451613	0
41.0606060606	1
43.0	0
42.9655172414	0
43.2647058824	0
41.2941176471	0
