Stephen Curry 	12.9796361565	10.5564986294
Chris Paul 	11.5309015244	10.7415915489
John Wall 	9.73870431097	7.63442420894
Kyle Lowry 	9.09230104219	8.31378437661
Russell Westbrook 	8.47213045354	5.57371661164
Michael Carter-Williams 	8.27215073099	5.42409165136
Ty Lawson 	7.47696139625	5.71071748089
Brandon Jennings 	7.32796878265	5.68759074696
Damian Lillard 	7.28634750135	6.74696339156
Kyrie Irving 	7.21291401727	6.28875074585
Jrue Holiday 	7.15330064738	5.41582487446
Eric Bledsoe 	7.08292157924	5.00381885834
Ricky Rubio 	6.96166383492	5.73003841291
Kemba Walker 	6.88290319709	5.86824277248
Isaiah Thomas 	6.78032329438	5.64398971595
Monta Ellis 	6.52164402894	4.4808988313
Mike Conley 	6.51371171656	6.37050204288
Kendall Marshall 	5.64999672783	3.31978523812
Victor Oladipo 	5.19873492229	3.32700781799
Steve Blake 	4.94515967995	3.88255235127
Deron Williams 	4.89998070855	3.7894264758
Jameer Nelson 	4.83585788687	4.25811625383
Mario Chalmers 	4.81145937585	3.78361880912
Brandon Knight 	4.70418091063	3.50611832147
Rajon Rondo 	4.66079389938	2.47023039601
Jeff Teague 	4.38703765018	2.77901851825
Raymond Felton 	3.60343332785	2.57200199981
Jeremy Lin 	3.54021629999	2.24625990269
George Hill 	3.29315208949	3.82481086005
Reggie Jackson 	3.0287189801	2.58103595259
Tony Parker 	2.83145988036	1.8893217764
Trey Burke 	2.8149209974	3.00254496179
D.J. Augustin 	2.36251069283	2.49259837233
Jordan Farmar 	2.22299797657	0.959615615357
Derrick Rose 	2.10282595258	0.166961979342
Kirk Hinrich 	2.09462520894	1.77880668061
Avery Bradley 	1.81317988446	1.62382920035
Darren Collison 	1.64548525909	1.97396113891
Louis Williams 	1.29807491216	1.48750477019
Mo Williams 	1.23506457089	1.13440514632
Patrick Mills 	1.18006640013	2.52503767218
Pablo Prigioni 	1.01801194685	2.96231951975
Norris Cole 	0.943458828389	0.959677867225
Shaun Livingston 	0.861636616842	1.47001043391
Nate Robinson 	0.632681033169	1.18351856535
Jarrett Jack 	0.500464682541	0.646742326909
Shelvin Mack 	-0.0470462294939	0.600287075375
Brian Roberts 	-0.51897818682	0.631797610761
Will Bynum 	-0.530111159877	-0.652336178288
Nate Wolters 	-0.693941881055	-0.490708890369
Ramon Sessions 	-0.713630485983	-0.893993753825
Jerryd Bayless 	-0.724106347212	-0.0557883870687
Aaron Brooks 	-0.833163057223	-0.0995253250319
Greivis Vasquez 	-0.839630578631	-0.42964496189
Devin Harris 	-0.840004796541	-0.0722022669536
Jose Barea 	-0.962916312077	-1.06056591391
C.J. Watson 	-1.39343403887	-0.619632889781
Luke Ridnour 	-1.46895861354	-1.64211933278
Steve Nash 	-1.49471059583	-1.40777512999
Leandro Barbosa 	-2.52843497624	-1.80797738617
Jannero Pargo 	-2.55131836957	-2.03643050244
Ishmael Smith 	-2.8117174223	-3.40021031328
Diante Garrett 	-2.85362155696	-2.07143495615
Maalik Wayns 	-3.00495290355	-4.89158193968
Jason Terry 	-3.1753680464	-2.82769237896
Darius Morris 	-3.64617222886	-3.60176598615
Phil Pressey 	-3.8885603551	-4.1366302272
Shane Larkin 	-4.09912320271	-3.94383711609
John Lucas 	-4.43598247615	-3.96244092904
Toney Douglas 	-4.60846356485	-4.42260344215
Dennis Schroeder 	-4.61127405173	-4.3768860864
Dwight Buycks 	-4.67573196413	-2.90222735223
Tyshawn Taylor 	-4.87950920976	-4.49648584181
Gal Mekel 	-5.4695506398	-5.3628134218
Eric Maynor 	-5.83995968779	-5.37181479564
Earl Watson 	-6.13448163632	-4.06970483871
Jamaal Tinsley 	-6.25213679506	-9.4639273031
Ray McCallum 	-6.56740778449	-4.020754088
Mike James 	-7.16490094419	-9.65387610392
Isaiah Canaan 	-8.55056925767	-5.64250788703
Seth Curry 	-11.3836363648	-13.270265401
Chris Smith 	-11.3836363648	-13.270265401
