Kevin Durant 	12.4881281295	10.9989803591
Chandler Parsons 	6.95259767667	6.42729366657
Kawhi Leonard 	6.75964510343	7.72825300722
Nicolas Batum 	6.72398128876	5.68279572446
Josh Smith 	5.42316728747	2.58837893705
Rudy Gay 	5.11240866562	4.13319753629
Wilson Chandler 	4.38853446285	5.96093459441
Trevor Ariza 	4.1381913573	3.60301677515
Tyreke Evans 	4.12898438353	3.31216191329
Gordon Hayward 	3.92146311911	4.89196961855
Andre Iguodala 	3.74635223913	3.01246058513
Paul George 	3.06283677317	2.93443515945
Wesley Johnson 	2.80041074308	3.8532886291
Luol Deng 	2.05109191494	0.832791111349
J.R. Smith 	1.91053888143	1.11195741
Corey Brewer 	1.86509927168	1.9398482624
Chris Wright 	1.85470546046	0.303029992982
Jeff Green 	1.79770427294	1.54197379221
Matt Barnes 	1.64766974554	1.60312361631
Marcus Morris 	1.30120480747	1.25653404436
Paul Pierce 	1.25368238648	1.05807061306
P.J. Tucker 	1.24608625902	0.96504157454
Caron Butler 	1.0240874082	1.81874043727
Maurice Harkless 	0.7564550508	0.968739373812
Marco Belinelli 	0.73784046194	1.39296566741
Michael Kidd-Gilchrist 	0.716736521761	0.503483451189
James Johnson 	0.652480801949	1.40521442773
Mike Dunleavy 	0.617846427952	1.34134607541
Shawn Marion 	0.590820395037	1.14210215358
Al-Farouq Aminu 	0.379827037198	0.160858247846
DeMarre Carroll 	0.331605134315	1.59053825483
Evan Turner 	0.15571628908	0.442404674858
Gerald Wallace 	-0.0175038637497	-2.43481060068
Khris Middleton 	-0.303193752858	0.783500082016
Giannis Antetokounmpo 	-0.429424663629	-1.30085338491
Kyle Singler 	-0.548664899947	0.662284063576
Richard Jefferson 	-0.55810999823	-0.0269261393651
Jared Dudley 	-1.27263346695	-2.54418687504
Michael Beasley 	-1.29502622584	-0.542063113984
Danny Granger 	-1.31444349171	-0.248376926394
Dante Cunningham 	-1.45333972106	-1.68072689004
Jeremy Evans 	-1.62009326452	-0.504734534709
Mirza Teletovic 	-1.6532539134	-1.68050421338
Travis Outlaw 	-1.8351594027	0.0328033426748
Martell Webster 	-1.88072843947	-0.509166767487
Chris Douglas-Roberts 	-1.91401415931	-0.522342628552
Francisco Garcia 	-1.98822029273	-2.8236771869
Derrick Williams 	-2.19824972958	-0.349151518641
Jordan Hamilton 	-2.21916567708	-1.36723058647
Mike Miller 	-2.31900235701	-1.52119890011
Chris Johnson 	-2.33293480782	0.130519223769
Draymond Green 	-2.52061385801	-2.26724258527
Darius Miller 	-2.55630878007	-0.874337415673
Harrison Barnes 	-2.8326575328	-2.88280256952
Jae Crowder 	-2.94585182315	-2.07051985297
Jeffery Taylor 	-3.0944568091	-5.03925321104
Alan Anderson 	-3.13326622088	-2.14601006082
Quincy Miller 	-3.42953122447	-3.10435948254
James Jones 	-3.65049305839	-3.39471411818
Chase Budinger 	-3.72000017115	-3.67258341722
Metta World Peace 	-3.75564859967	-4.22771952876
Cartier Martin 	-3.80659576942	-2.51265608614
Shane Battier 	-3.89028669894	-3.26333568739
Darrell Arthur 	-4.14262607195	-3.57260451147
Xavier Henry 	-4.2757943963	-5.24319259616
Nando De Colo 	-4.33612831873	-2.4394682052
Tayshaun Prince 	-4.37732816239	-5.03000206776
Rashard Lewis 	-4.42757432846	-3.34228811811
Anthony Bennett 	-4.48463580072	-4.38190623679
James Nunnally 	-4.8071537079	-3.65946110218
Luc Mbah a Moute 	-4.91279982462	-4.03013941751
Dorell Wright 	-4.94058580704	-3.5109617549
John Salmons 	-5.19005577599	-3.84000229982
Robbie Hummel 	-5.29032249212	-3.19090722266
Quincy Acy 	-5.38164255636	-4.31471363974
Landry Fields 	-5.47966978409	-5.12502455783
Hollis Thompson 	-5.96768009614	-5.02298208801
Hedo Turkoglu 	-6.32359255907	-6.33679304798
Chris Singleton 	-6.73386123577	-5.94014263669
Alonzo Gee 	-7.99863853662	-10.2187615948
Stephen Jackson 	-8.46618796325	-9.6756119759
